ISOMAP1,ISOMAP2,ISOMAP3,ISOMAP4,Rings
-9.28874521087589,-7.927158684702949,-0.8926199215849111,0.4449862604648858,15
-11.410312799484092,-9.81959569034213,-0.9881856629252034,1.0487646010628475,7
-3.0822275224338753,10.688251277126449,-0.47037234366444836,-0.3560077180568462,9
-8.927181465875748,-7.470797208986548,-0.6052853767067591,0.7381888350065953,10
12.13296557621902,-2.7830376911133583,0.007164384311576959,0.00944543094932,7
10.513839291993266,-2.3597489000641954,-0.17040666174003827,-0.0008289983749197692,8
-2.791131894169871,9.769474004381236,-0.41393445169197424,-0.3313855140689127,20
-2.9101763932664073,10.068841417401956,-0.4275207726284811,-0.18252331483984635,16
-8.767185831835198,-7.371973714049993,-0.6518491417481266,0.7406194694284636,9
-2.6260107063644282,9.176558146569867,-0.43145974082247407,-0.2493486411832907,19
-3.351795771646672,11.704883981581313,-0.3504757175519023,-0.47260747611768034,14
-9.685849092713932,-8.250397135634945,-0.813077088392931,0.7877107292528952,10
-8.530770857366734,-7.14992698982319,-0.5712781150105283,0.6274098782558251,11
-3.0368915070866316,10.498089605516755,-0.39995623932100144,-0.21782893217865765,10
-3.6289311604127046,12.651511194344984,-0.5120528855482225,-0.7406587726872397,10
-7.965773998019205,-6.698401051587732,-0.5380829761300328,0.3971884409094602,12
11.59130405189062,-2.6409774432270154,-0.05246259805055096,0.00560974994213764,7
-3.7639352280257925,13.31144327827218,-0.5139767064036329,-1.1790151210484974,10
-10.919321172303036,-9.40700931041845,-1.0053791943225474,0.8453785970298326,7
-10.011955768271418,-8.574212127538997,-0.881490582617187,0.6906355069234762,9
-11.124069172032947,-9.557372212112137,-0.9502139935096752,0.9994612786217186,11
11.385350345096892,-2.587640052434785,-0.08828521484742755,0.00373349723992642,10
-2.407731240983797,8.383683323614903,-0.28138409709377515,0.21266861777367202,12
-2.719484334941774,9.59472761711981,-0.5549580819876458,-0.5091682023156568,9
-1.8194627002393589,6.326530434408312,-0.5037793889908724,0.20611842026393487,10
-2.5512958176954594,8.776823584880455,-0.41644751802515,-0.06163270782256765,11
-2.1373007556232113,7.4279984106875085,-0.3344247417179114,0.3322837748765992,11
-5.967672680332914,-4.868550735026482,-0.49310363496349147,-0.44046934166487894,12
-5.4888078132407605,-4.419373664166101,-0.04455762703663536,-0.26155073923553435,15
-6.377775320402247,-5.25742675678808,-0.6645482990573672,-0.3678284186896722,11
-5.595118956531954,-4.513100495255725,0.1145638981481822,-0.5270685283432937,10
-1.422488247118338,4.509083488280181,0.761856569880561,1.7618600196187848,15
-3.47814500092269,-2.5893748173895297,-0.3163802592554695,-0.585346082682823,18
-1.2257364884323678,3.8715995522083406,1.5668010957891538,2.1581221404114896,19
-0.9164155147612425,2.8457232174905682,0.8982487189330273,1.6563725636019282,13
-9.157721222551162,-7.815501237101314,-0.9545657257137046,0.22327816727816546,8
-2.02613194685979,7.018542981828263,-0.14506882972351692,0.8624986826001486,16
-3.5566626418367986,12.62329477475187,-0.5913058941578367,-1.1473579141068542,8
-2.536173948759455,8.868326772851917,-0.3506398696348428,-0.09517563220060378,11
-10.789629063014905,-9.288364976557224,-0.9913536879817056,0.8312252909376796,9
-3.719065338366787,13.149643089519381,-0.4900791569127261,-1.134671644365231,9
-2.668618805393822,9.200582781619653,-0.3973492891404956,-0.015708621681938786,14
14.775093564768568,-3.4705095475045793,0.2678615087756508,0.02115395072008711,5
14.961961310573486,-3.519521288214957,0.2806799783123895,0.021897086790276337,5
14.959952079239839,-3.5189941889915213,0.28059019402151336,0.02189098278201709,4
11.254124179400382,-2.5537266314093396,-0.09768276529633488,0.0036351152080771366,7
-8.33620899153233,-7.047085813843323,-0.6594230362766825,0.03823299698635898,9
-3.4240325594191883,12.084292087003382,-0.537937212105158,-0.9951749378130736,7
12.724558041052115,-2.9369116631580776,0.06546277561422117,0.012013072615207234,6
-2.6275259672150324,9.237937036553657,-0.4710804821542903,-0.33546278439829974,9
7.8170869279068915,-1.651683703632422,-0.395383811502822,-0.015468348131465522,8
-10.395040348448642,-8.926120313687509,-0.9374583215458147,0.764241408163511,7
-8.465869200500078,-7.1706883937737,-0.8018442719104395,0.40883855985691414,10
-3.4987655922919,12.354382430080932,-0.5301550094307278,-1.0166273857511285,10
-10.248231250525576,-8.791417450020242,-0.916951085817924,0.7382958236630369,7
-3.1037180100885755,10.765409472692848,-0.438384604330517,-0.288966542338401,8
-9.484433811335807,-8.01808312771881,-0.6657852297260581,0.747414437937146,8
-8.302770940831815,-7.020549231555681,-0.7590310258980247,0.3382689102843655,8
14.141071531304425,-3.305441233815627,0.20612197888763714,0.018318119560589877,4
-3.168994381277096,11.215615751855715,-0.5981759160180833,-0.9042671291962333,7
-9.451211672972825,-8.060118387497772,-0.8122128256055523,0.6089955782591897,7
-8.313677552805128,-7.026262913160834,-0.6171193970490153,0.010578099403868838,9
-2.81582765806478,9.944882258792468,-0.5715750399597438,-0.6037285992658842,10
-10.002369392908992,-8.565962885292437,-0.8871629084485079,0.7022995184804316,7
-8.12877209979442,-6.871681871872331,-0.8950507902236681,-0.11225314666759242,8
-9.044014694775086,-7.699441818974441,-0.8296611411100345,0.46096685154241185,8
-2.4211515028175907,8.432283251995765,-0.38705504483996633,-0.06583513490620976,12
-2.338865737978154,6.183513193922512,-0.2208618353387874,1.9439413692399248,13
-3.3210219439265134,11.712074789724566,-0.5274346053914611,-0.9083268582432751,10
12.802835792943224,-2.9573400946025963,0.07353527507989265,0.012436031188425371,6
-7.427351970625323,-6.199716923952806,-0.4094626829350324,0.013674124075644998,13
-3.854247812241062,13.63795676631162,-0.5654125102783142,-1.318608455993577,8
-1.8655528364091665,6.435682883904794,-0.15424847877292885,0.36897238322016335,20
-4.791422051192593,-3.7138268557078766,0.7980388634258166,-0.6406728385846872,11
-1.9359920204316023,6.687011433716114,-0.2552877650668156,0.5393845697926828,13
-2.323619494996724,8.104593313988278,-0.2539404287769924,0.1713681534019154,15
-6.351595325367794,-5.039807793986599,0.22412133435545517,-0.20501200709561487,9
-2.580287003746826,8.34015255277881,-0.4257398174024094,0.7774847126727625,10
-2.7736866673516962,9.572294766061484,-0.43043625889305415,-0.1555688614836274,11
-2.0022487543306475,6.943514308959753,-0.24002394862073456,0.34026762181299175,14
-2.4006341704315415,8.43211641392805,-0.5256260745804681,-0.14563035682009765,9
-4.755515454428479,-0.6079714268614187,0.6668063159526522,0.4187038874896714,12
-2.4500559834907083,8.29341824226597,-0.26827057084645906,0.37628260059146734,16
-5.00331657096312,-1.8724792112796227,0.11225074931524359,0.1178546587870186,21
-6.041769445007533,-4.625747921170396,0.25925777934992233,-0.11067504746905323,14
-2.4336001681966506,6.864021539768227,-0.2525646161642893,1.6615920733457843,12
-5.613079843937315,-4.294116455169856,0.5693260548356649,-0.5953775180341329,13
-6.310582886920873,-5.172935104373479,-0.3208975279951939,-0.2501024703505969,10
-3.5361561008199427,12.321588575656772,-0.4177140481135487,-0.5850793106538982,9
-2.285530601502549,7.9423067924848345,-0.36884612855650506,0.027149629057975636,12
-6.968132040991394,-5.7790548566564235,-0.2828766787642022,0.03124436699306248,15
-7.019316488067495,-5.770201243168031,-0.052768325694569546,0.06064391659261519,12
-4.7061591623271255,-3.625504243658316,0.4537772725957511,-0.04932671842637457,13
-1.7202522953790638,5.8875169883163725,-0.0770974926292436,0.7070442129723206,10
-2.3925233180218157,-1.4948648150143284,1.2242864355968255,-0.4180867052614896,15
-2.2199919994386432,-1.3683363070047625,0.39598072913300075,-0.349667295590798,14
-7.266630510958091,-5.996407558790565,-0.07209281857384707,0.09457419482780406,9
-8.636583414810486,-7.243454383961337,-0.6030676435761401,0.7035547037721427,8
-8.629088949018092,-7.219879272456586,-0.5801789340471879,0.6840330124636492,7
-3.4055110128980464,12.014059937278175,-0.5195354099072405,-0.9154494437452145,10
11.579869376423265,-2.6389638141308485,-0.06184942778332834,0.0057549182304764985,7
-6.5139523140808935,-5.384832460922809,-0.6875120610516136,-0.20653300638344504,15
-6.682501393458185,-5.258256517202256,0.20879074385540888,0.07763189091842461,15
-7.251431007406485,-6.054151656148333,-0.6036793282745363,0.1472055298166244,10
-5.043931408976252,-3.998462888091099,0.2043949482675662,-0.9544333639001865,12
-2.8866534598076345,10.113573890671562,-0.3550238044110113,-0.39455400780574335,12
-2.762251378012163,9.42753894198401,-0.2801608136369428,0.1301875473142995,11
-3.1909860676674033,11.082783390252697,-0.5010790718791073,-0.5092798992375644,10
-3.1135060190977564,10.948641324824772,-0.458702321084245,-0.5599820351887778,9
-3.665230716518985,12.953212760819707,-0.5436253952917969,-1.13860272799208,9
