PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,logArea
-3.409031654830793,0.8197385695548366,-0.8016292440823505,0.9756186972785242,-0.35761715986351134,0.3588783683044715,0.42308505053217527,-0.1828397983850296,-0.28565003629320335,-0.27984055257201695,-0.4388870178860045,-0.04275083224092896,0.5686369402310879,-0.39596823202977804,0.0
-0.30268830541512814,0.11816856830311728,-0.45785700763608994,-1.739693997200651,0.7141546613928682,-0.762270238494366,0.9018443650107878,0.7930285303116574,-0.09986948798085249,-0.05842101312002165,0.9470605934941791,-0.16451432552427123,0.21328434072832225,-0.15676965755653388,0.0
-0.5314979613241221,0.13849207133276717,-0.3023199325946655,-1.5438709305652187,0.49226806693092434,-0.7201048497386815,1.0963973935389817,0.628605869715674,-0.14364966987944933,-0.3804662343274212,0.8031070753089614,-0.541202249102139,-0.5512057531721762,-0.6588000946365823,0.0
-3.1543439398727204,2.354017737305329,0.8565722883014173,1.2782665960287416,-0.24095646073776017,-2.1592962897321297,0.36225947058530283,-0.4263211631608978,-0.06137943254001949,0.7946487980834971,-0.6970558054939306,-0.2944150160796788,0.679409233582595,-0.17389897996783885,0.0
-2.7801643132492817,2.2343927363044505,1.1910575392158522,0.06939906429545752,-0.5013440784698897,-2.707288384035332,-0.38134518318312294,-0.0292827433618744,-0.15893974648057413,1.1078185679019215,-0.45988901701873586,0.5906675881892302,-0.1656411372091947,0.029721699720057504,0.0
0.5172543286823097,1.9349604983397766,-1.6813161577279756,0.39374890112141636,-0.39249598213603865,0.3105326384079995,-0.5109061522383022,0.49585238886758953,0.21329668460198165,0.18046407949191706,0.5954993929646882,0.6552966964106126,-0.14056675569283372,-0.36527066478247294,0.0
0.39307065606446157,1.7085196032865337,-1.3196114087469628,-1.1809569606388866,0.2699353508645898,0.18910785477426031,-0.19733655684856607,-0.011847772304561735,-0.3777656681883511,0.07463126913316667,0.6321141217001092,-0.09273904704730376,0.34076473794453593,0.5734035396388563,0.0
-0.9580881273600261,2.3821344336721637,2.1584423267495954,0.10234019921066453,-0.9867070068748146,-1.8112801762008577,0.24605278872517247,-0.2777992707998113,-0.12460852615407159,-0.41173007724398486,0.7379419765866996,-0.11433535553583334,0.1679962496345064,0.5525280225317933,0.0
-0.7615364274044522,2.006094808178415,1.0336815976637381,0.22973003554930027,-0.7770676222024396,0.5325994170209645,1.0494137577554083,-0.1996243320989869,0.42052398010284237,0.03366442026439484,0.04119843313047638,-0.10480829789882048,-0.09022855909780175,0.1923500868618596,0.0
0.3645272525395528,0.8856235160880915,-0.31591677688284037,-0.8112092790998888,0.0707743279559718,0.5441268324270685,0.8406860616221082,0.2689884629095624,0.19620692224486147,0.5927540410378139,-0.20439382062057912,-0.6157629727312092,-0.6203671234319719,-0.19996813393530535,0.0
-0.40836378755800445,1.0510332955579385,0.009499801655732769,0.74020328338209,-0.6332423088770004,1.2814906338151126,1.2011748077547695,0.08770564575083374,0.2940625386976332,0.6436431051594921,-0.10711212582375643,-0.6767283591687638,-0.7275585619034806,-0.1684873490762137,0.0
1.2502524255803418,1.2462237086450294,-1.1089746896247346,0.6624543392081685,-0.6278815121932446,-1.05727743869637,0.33233579742250974,1.4708560648538211,1.6596533159287867,-0.503834461493482,-0.05971664494244087,-0.4535253151732015,-0.8832495665773967,-0.22062906193774565,0.0
-3.4507148658040205,0.5069228083739074,2.3763692330648745,-0.35139594618228237,-0.06919496349593723,2.8565534012316216,-1.8934090805411627,1.8620432790543433,0.5332481824357979,0.1516146606177117,0.18649849356445358,-0.6438876489452703,0.9998559505578294,-0.31516449584413586,0.0
