ISOMAP1,ISOMAP2,ISOMAP3,ISOMAP4,ISOMAP5,ISOMAP6,ISOMAP7,ISOMAP8,ISOMAP9,ISOMAP10,ISOMAP11,ISOMAP12,ISOMAP13,ISOMAP14,logArea
-10.361676947897344,1.1226766146247709,0.4750404739401393,-1.653032039028717,-0.08585866242321005,-0.02346364635358299,0.5140484650002872,-0.5968621911187099,1.0670546672936265,1.69888773515646,-0.7699557146922423,-1.9823311538168196,0.6590927543292185,0.8122946673184986,0.0
3.1148672941448776,-5.682363316110978,2.0862220176843933,-2.1863964214742992,-1.7539094617735347,0.45439615564203645,-1.7127694906383155,-0.9561347702236652,-1.4664287619749137,1.7393620358000634,-0.3944292044307335,-0.5794152113641817,0.552704966189032,0.27626410592596595,0.0
3.0423619542627733,-4.629399746908852,1.740350621323516,-0.7924809271268184,-2.025231589199426,0.7457395203774633,-3.473710008711209,-1.42181021427731,-0.5207217963095232,1.0510245882570768,0.8548106409705567,0.8666599021612823,-2.4791086760787833,0.45595325239111656,0.0
-7.463210942140612,5.394770849905414,-0.40620134637758604,-1.2853557000873561,4.357105943333618,0.2867576675950404,-1.0070991591317975,1.319745465494172,-3.1064210982563027,1.9598529572729753,-2.095494986764021,1.3051464822032568,-1.9071461604253408,3.41741971196937,0.0
-7.219653833945719,5.295602068775765,0.5915892936853167,-0.899203755803098,3.37129206847384,-0.10788430421617287,-0.24615136476503657,0.6281234717813269,-3.2591564056506392,1.3922999930931548,-1.3466316291667237,0.8987420815343592,-1.8396557520372903,2.2991511171944228,0.0
1.1324267649062605,3.0186559893906058,4.347974622323138,2.17502594855997,-1.1126721432898588,0.10803382277892225,0.32499284266188555,1.298244112679385,0.14257231670826584,1.1053424209069722,-0.9927182217256746,-0.5032195360818535,0.76971288798001,-0.010021721015814802,0.0
0.8619660718009023,-0.14479310729840678,4.897330212066426,1.6987345743476014,-2.7179276251992994,-0.1376707634595633,-0.2543876355896774,-0.06084549544264845,1.0300056128096708,-2.8073059113779513,-0.7518560424000694,0.4731717249023522,0.9676901022900841,1.084555563070069,0.0
2.033331135036618,1.31713620533657,3.53693869901333,-4.262597222954564,2.2308831056345775,-1.980802620595788,-0.15998637127471635,-2.201202572622569,0.2684876890364429,-0.24458930611947272,-1.053430120773189,1.8224181989702735,-0.40148716167711734,-0.8281401286665678,0.0
1.4498216566628765,0.19871026851109225,4.764331407809057,-1.4680138952530826,2.0041847298707234,1.4053113545464833,-2.4119989583254786,-1.573647158021076,1.225795407416865,1.464777536639155,-1.0343567842818109,0.5915127802420611,1.4658596504840435,-0.2794321287591615,0.0
2.5415597669176964,-2.393648346684879,1.9668437795823546,-1.0604162147753904,-0.4510452209753256,1.6645495559521704,-4.00204634043219,0.20524474408202328,0.6394437395783835,0.6909393518375311,0.7714601154447623,1.0986510862871446,-1.1352985812392948,-0.2341613290188937,0.0
1.7008761741826095,-0.6534230003503454,2.457500394090655,-0.7378023750176357,1.873668984031306,2.2530940962593236,-3.574963855287264,1.2061428224595234,1.5661422001768377,-0.5522907526835048,0.05287328295569288,-0.05748595352484872,0.24824382886354912,-0.823199755630793,0.0
5.043323490303181,-0.5077254036529875,1.9389919152078448,5.561022235377199,0.9665614426638769,-0.16707430656174396,1.7228989705810076,0.12970692753240162,-1.9841773765718773,2.212787334738965,0.320917804986802,-0.13769006852771343,2.010100112695973,0.6787638483472362,0.0
