PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,Quality
2.2419225739292683,3.486241443540794,-0.4614261729126276,-0.9411266629753645,-0.5234649305577413,1.3539098409067023,0.42493708655298945,-0.15327323802485926,0.19744326038188303,0.18867397183591392
-0.08940551480800393,-0.43570137003450565,-0.35076468169371117,-0.07464104360667206,-0.9843351483008261,-1.0117132069291308,0.11219892838960564,0.9393714170984557,-0.1862634934362181,0.18867397183591392
0.12646750986539512,0.45712707222456533,0.5684206549423511,-0.2725601473870821,-0.6216533291982888,-0.20879837336940474,-0.5966633285415156,-0.36227733129059797,-0.29337153246293035,0.18867397183591392
1.4757997211709668,1.0428404948514858,-0.42608644301618437,-0.21380372204399986,0.1849666253448936,-0.5777939172211743,-0.4249172303884481,-0.4698612071161479,0.18497504366998027,0.18867397183591392
1.4757997211709668,1.0428404948514858,-0.42608644301618437,-0.21380372204399986,0.1849666253448936,-0.5777939172211743,-0.4249172303884481,-0.4698612071161479,0.18497504366998027,0.18867397183591392
0.12646750986539512,0.45712707222456533,0.5684206549423511,-0.2725601473870821,-0.6216533291982888,-0.20879837336940474,-0.5966633285415156,-0.36227733129059797,-0.29337153246293035,0.18867397183591392
0.6034429895528135,0.09986583103149393,-1.1723899552173005,-0.7476081265196378,-0.15966504224569558,-0.17750505283737356,0.7780822010451581,0.09899512397856866,-0.15904937274205613,0.18867397183591392
2.2419225739292683,3.486241443540794,-0.4614261729126276,-0.9411266629753645,-0.5234649305577413,1.3539098409067023,0.42493708655298945,-0.15327323802485926,0.19744326038188303,0.18867397183591392
-0.08940551480800393,-0.43570137003450565,-0.35076468169371117,-0.07464104360667206,-0.9843351483008261,-1.0117132069291308,0.11219892838960564,0.9393714170984557,-0.1862634934362181,0.18867397183591392
0.4054098958461149,-0.5573755379936919,1.2213229637427074,0.07598511476481316,-0.21005716143525732,-0.6633424472320512,-0.5895058295955807,-0.1668132127007873,-0.4668484658859234,0.18867397183591392
