IC1,IC2,IC3,IC4,IC5,IC6,IC7,IC8,IC9,Quality
-0.0925032168930375,-2.809618705980437,0.4564174797232418,0.5899472370486414,-0.2708722364451731,0.9499706934124248,-0.3409051721313709,-0.5233495998082615,1.2056002857950792,0.18867397183591392
-0.0859644199923994,0.5851605627974574,-0.6159256227960541,0.48500869093167237,-0.7085251848114685,-2.004098786497519,-0.15048637358995262,0.012529826221407721,0.7500729850969373,0.18867397183591392
-1.1573215897847342,-0.2409678309824233,-0.5544588189015723,0.15963840015937958,0.6797929948565271,-0.19760906815752685,-0.2569332529880307,-0.2558128665890547,-0.124362519303962,0.18867397183591392
-1.1798421225783313,0.26790467747400754,0.1785570053457591,0.2426738314752557,-0.20867669428329394,0.8827023201631308,-0.47329246457681495,0.13264646979502162,0.5570048823279483,0.18867397183591392
-1.1798421225783313,0.26790467747400754,0.1785570053457591,0.2426738314752557,-0.20867669428329394,0.8827023201631308,-0.47329246457681495,0.13264646979502162,0.5570048823279483,0.18867397183591392
-1.1573215897847342,-0.2409678309824233,-0.5544588189015723,0.15963840015937958,0.6797929948565271,-0.19760906815752685,-0.2569332529880307,-0.2558128665890547,-0.124362519303962,0.18867397183591392
0.05986301724918253,-0.32013835011460606,0.2897891592640247,-0.7361580955629305,-1.0367384754768063,-0.3814835278765995,-0.2667833796451417,-0.5568132302491997,0.7451375673835637,0.18867397183591392
-0.0925032168930375,-2.809618705980437,0.4564174797232418,0.5899472370486414,-0.2708722364451731,0.9499706934124248,-0.3409051721313709,-0.5233495998082615,1.2056002857950792,0.18867397183591392
-0.0859644199923994,0.5851605627974574,-0.6159256227960541,0.48500869093167237,-0.7085251848114685,-2.004098786497519,-0.15048637358995262,0.012529826221407721,0.7500729850969373,0.18867397183591392
-0.899709251897125,0.8185775338651764,-0.44695978077214993,0.4386125339651553,0.7320896592226888,-0.40352692488853226,-0.3836547175936502,-0.6124614387610888,-0.5403777809117334,0.18867397183591392
0.906433833003944,-0.10101220471161272,1.1520510849904009,0.16328742093943246,0.700211004114568,-1.0871803881787976,-0.4103398214951729,-0.8267726670873322,-1.4478378419803042,-0.9545982614059045
-0.002315961394262354,0.06348835690469258,-0.47756432334577237,0.06401977114756721,0.8466669547145321,-1.3620344516836191,-0.6418134160142044,-1.833690522832944,0.19954965310765643,-0.9545982614059045
0.7632017473228754,0.3810983504073128,-0.172352199979936,-0.35176766730828873,0.661295244572181,-1.143467763572534,-1.2356298617155064,-0.6312786829935391,-0.5317179618544398,-0.9545982614059045
-0.8266125080390302,1.3171537036935446,-1.9791842178446761,0.29805407630176445,0.07861888227074504,1.1354407682413865,-0.5410117135269494,0.8811841564466765,-1.5351996494651776,1.3319462050777324
1.7252389661588947,-2.3042360388794396,0.08525259735399172,2.5011456858303127,0.8013726213261658,0.741627137353409,0.9874975228067596,-0.9053271560543906,0.6007763635769144,-0.9545982614059045
